request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2013&lby-f-cci=67",lby-s,NY,NY,lby-y,2013,2013,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,709,5902672.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2017&lby-f-cci=66",lby-s,MA,MA,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,388,5902269.33
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2015&lby-f-cci=67",lby-s,NY,NY,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,1217,5751665.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2018&lby-f-cci=67",lby-s,FL,FL,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,538,5744000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2016&lby-f-cci=99",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,72,5660579.04
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2016&lby-f-cci=67",lby-s,NY,NY,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,1258,5657623.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2016&lby-f-cci=66",lby-s,MA,MA,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,396,5644927.51
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2014&lby-f-cci=67",lby-s,FL,FL,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,586,5623000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2017&lby-f-cci=67",lby-s,FL,FL,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,588,5615000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2017&lby-f-cci=67",lby-s,NY,NY,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,1209,5610689.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2015&lby-f-cci=66",lby-s,CT,CT,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,73,5587904.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2017&lby-f-cci=68",lby-s,NY,NY,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,1346,5585049.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2016&lby-f-cci=66",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,176,5386500.69
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2016&lby-f-cci=66",lby-s,CT,CT,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,61,5377681.68
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2014&lby-f-cci=65",lby-s,FL,FL,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,557,5330000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2016&lby-f-cci=68",lby-s,NY,NY,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,1429,5196175.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2013&lby-f-cci=65",lby-s,FL,FL,lby-y,2013,2013,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,582,5115000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2016&lby-f-cci=65",lby-s,FL,FL,lby-y,2016,2016,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,533,5087000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2018&lby-f-cci=99",lby-s,CA,CA,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,825,5043952.09
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2017&lby-f-cci=99",lby-s,NY,NY,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,1328,5041350.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2016&lby-f-cci=99",lby-s,CA,CA,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,950,4935287.20
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2013&lby-f-cci=99",lby-s,NY,NY,lby-y,2013,2013,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,640,4903969.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2015&lby-f-cci=65",lby-s,FL,FL,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,527,4862000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2018&lby-f-cci=65",lby-s,FL,FL,lby-y,2018,2018,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,535,4860000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2017&lby-f-cci=66",lby-s,CT,CT,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,162,4783804.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2015&lby-f-cci=99",lby-s,NY,NY,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,1203,4779710.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2015&lby-f-cci=66",lby-s,NJ,NJ,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,160,4743906.08
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2015&lby-f-cci=68",lby-s,NY,NY,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,1294,4649028.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2017&lby-f-cci=67",lby-s,TX,TX,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,140,4490049.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2014&lby-f-cci=99",lby-s,CA,CA,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,849,4467882.09
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2014&lby-f-cci=99",lby-s,NY,NY,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,624,4455084.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2015&lby-f-cci=99",lby-s,CA,CA,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,896,4430626.29
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2016&lby-f-cci=68",lby-s,MA,MA,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,451,4398507.23
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2013&lby-f-cci=66",lby-s,NJ,NJ,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,161,4378090.82
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2014&lby-f-cci=68",lby-s,MA,MA,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,157,4374395.65
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2015&lby-f-cci=68",lby-s,MA,MA,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,1106,4344459.03
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2017&lby-f-cci=65",lby-s,FL,FL,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,479,4311000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2015&lby-f-cci=66",lby-s,TX,TX,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,146,4265000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2014&lby-f-cci=68",lby-s,NY,NY,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,692,4188934.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2017&lby-f-cci=66",lby-s,TX,TX,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,138,4150042.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2018&lby-f-cci=68",lby-s,MA,MA,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,349,4120462.11
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2013&lby-f-cci=68",lby-s,NY,NY,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,699,4030695.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2015&lby-f-cci=67",lby-s,TX,TX,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,203,3898937.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2013&lby-f-cci=66",lby-s,TX,TX,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,160,3840000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2018&lby-f-cci=67",lby-s,TX,TX,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,114,3675047.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2013&lby-f-cci=68",lby-s,FL,FL,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,426,3668500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2014&lby-f-cci=66",lby-s,CT,CT,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,87,3663646.81
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2016&lby-f-cci=67",lby-s,TX,TX,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,208,3650055.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2017&lby-f-cci=68",lby-s,MA,MA,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,407,3614809.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2015&lby-f-cci=68",lby-s,TX,TX,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,220,3590000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2013&lby-f-cci=100",lby-s,NJ,NJ,lby-y,2013,2013,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,21,3546145.03
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2016&lby-f-cci=66",lby-s,TX,TX,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,124,3530038.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2016&lby-f-cci=68",lby-s,FL,FL,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,403,3530000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2018&lby-f-cci=68",lby-s,FL,FL,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,412,3527000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2015&lby-f-cci=68",lby-s,FL,FL,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,428,3492000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2018&lby-f-cci=66",lby-s,TX,TX,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,119,3425041.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2014&lby-f-cci=67",lby-s,TX,TX,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,117,3420000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2014&lby-f-cci=66",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,160,3388717.41
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2015&lby-f-cci=65",lby-s,TX,TX,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,194,3355000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2017&lby-f-cci=68",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,229,3312535.33
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MA&lby-y=2014&lby-f-cci=99",lby-s,MA,MA,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,71,3304924.29
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2014&lby-f-cci=68",lby-s,FL,FL,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,394,3254000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2017&lby-f-cci=65",lby-s,CT,CT,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,84,3195944.68
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2014&lby-f-cci=66",lby-s,TX,TX,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,125,3170000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2014&lby-f-cci=65",lby-s,TX,TX,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,139,3150000.00
